,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,Temperature,Response,Original_Data
430_Sch_O_model_point_3,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.66800000000006,0.003991598779353012,False
430_Sch_O_model_point_4,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.7680000000001,0.004020131316882515,False
430_Sch_O_model_point_5,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.8680000000001,0.0040488465155264315,False
430_Sch_O_model_point_6,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.96800000000013,0.004077745400634381,False
430_Sch_O_model_point_7,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.06800000000015,0.004106829002441646,False
430_Sch_O_model_point_8,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1680000000002,0.004136098356087871,False
430_Sch_O_model_point_9,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.2680000000002,0.004165554501635772,False
430_Sch_O_model_point_10,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.3680000000002,0.004195198484089939,False
430_Sch_O_model_point_11,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.46800000000025,0.004225031353415631,False
430_Sch_O_model_point_12,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.56800000000027,0.004255054164557678,False
430_Sch_O_model_point_13,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.6680000000003,0.004285267977459397,False
430_Sch_O_model_point_14,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.7680000000003,0.004315673857081579,False
430_Sch_O_model_point_15,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.86800000000034,0.00434627287342152,False
430_Sch_O_model_point_16,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.96800000000036,0.004377066101532087,False
430_Sch_O_model_point_17,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.0680000000004,0.00440805462154088,False
430_Sch_O_model_point_18,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.1680000000004,0.004439239518669376,False
430_Sch_O_model_point_19,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.2680000000004,0.004470621883252221,False
430_Sch_O_model_point_20,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.36800000000045,0.004502202810756438,False
430_Sch_O_model_point_21,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.4680000000005,0.00453398340180084,False
430_Sch_O_model_point_22,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.5680000000005,0.004565964762175388,False
430_Sch_O_model_point_23,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.6680000000005,0.004598148002860618,False
430_Sch_O_model_point_24,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.76800000000054,0.004630534240047144,False
430_Sch_O_model_point_25,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.86800000000056,0.004663124595155197,False
430_Sch_O_model_point_26,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.9680000000006,0.004695920194854259,False
430_Sch_O_model_point_27,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.0680000000006,0.004728922171082623,False
430_Sch_O_model_point_28,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.16800000000063,0.004762131661067184,False
430_Sch_O_model_point_29,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.26800000000065,0.004795549807343127,False
430_Sch_O_model_point_30,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.3680000000007,0.0048291777577737565,False
430_Sch_O_model_point_31,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.4680000000007,0.004863016665570348,False
430_Sch_O_model_point_32,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.5680000000007,0.004897067689312034,False
430_Sch_O_model_point_33,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.66800000000075,0.004931331992965783,False
430_Sch_O_model_point_34,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.76800000000077,0.004965810745906403,False
430_Sch_O_model_point_35,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.8680000000008,0.005000505122936586,False
430_Sch_O_model_point_36,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.9680000000008,0.005035416304307072,False
430_Sch_O_model_point_37,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.06800000000084,0.005070545475736728,False
430_Sch_O_model_point_38,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.16800000000086,0.005105893828432844,False
430_Sch_O_model_point_39,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.2680000000009,0.005141462559111381,False
430_Sch_O_model_point_40,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.3680000000009,0.005177252870017274,False
430_Sch_O_model_point_41,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.4680000000009,0.00521326596894482,False
430_Sch_O_model_point_42,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.56800000000095,0.00524950306925812,False
430_Sch_O_model_point_43,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.668000000001,0.005285965389911526,False
430_Sch_O_model_point_44,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.768000000001,0.00532265415547018,False
430_Sch_O_model_point_45,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.868000000001,0.005359570596130661,False
430_Sch_O_model_point_46,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.96800000000104,0.005396715947741504,False
430_Sch_O_model_point_47,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.06800000000106,0.005434091451824019,False
430_Sch_O_model_point_48,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.1680000000011,0.00547169835559292,False
430_Sch_O_model_point_49,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.2680000000011,0.005509537911977214,False
430_Sch_O_model_point_50,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.36800000000113,0.005547611379640985,False
430_Sch_O_model_point_51,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.46800000000115,0.005585920023004321,False
430_Sch_O_model_point_52,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.5680000000012,0.005624465112264283,False
430_Sch_O_model_point_53,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.6680000000012,0.005663247923415856,False
430_Sch_O_model_point_54,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.7680000000012,0.0057022697382731104,False
430_Sch_O_model_point_55,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.86800000000125,0.005741531844490195,False
430_Sch_O_model_point_56,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.96800000000127,0.005781035535582581,False
430_Sch_O_model_point_57,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.0680000000013,0.005820782110948297,False
430_Sch_O_model_point_58,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.1680000000013,0.005860772875889114,False
430_Sch_O_model_point_59,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.26800000000134,0.005901009141631986,False
430_Sch_O_model_point_60,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.36800000000136,0.005941492225350316,False
430_Sch_O_model_point_61,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.4680000000014,0.005982223450185461,False
430_Sch_O_model_point_62,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.348319161118264,0.4499740157131157,NA,227.120135584629,-566.9525647718924,NA,NA,NA,NA,NA,NA,0.7793247424148566,-243.67403542033276,-233.72557590882872,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.5680000000014,0.006023204145268241,False
