,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess
126_Sch_O,Geoglobus ahangari,schoolfield,Specific Growth Rate,1.17036555588934,1.253996129157997e-09,NA,10.645529514856833,-2.58317054373,NA,NA,NA,NA,NA,NA,0.9706071113695238,-15.940616731115977,-15.398300446519592,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,Kashefi_2002_G_ahangari,"2002, Kashefi, K. et al, 'Geoglobus ahangari gen. nov., sp. nov., a novel hyperthermophilic archaeon capable of oxidizing organic acids and growing autotrophically on hydrogen with Fe(III) serving as the sole electron acceptor', International Journal of Systematic and Evolutionary Microbiology, 52 ( 719?728)",27.0,111.0,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,ahangari,True,F3
206_Sch_TF,Glaciecola punicea,schoolfield two factor,Specific Growth Rate,-1.9916451894736722,1.112630363114314,292.223763307,2.738595108470731,NA,292.17844,287.67844,296.47844,1.77061027835,NA,NA,0.9444903314243082,-108.78921284039234,-100.89894368865261,1,False,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,Nichols_1999_G_punicea,"1999, NICHOLS, D.s. et al 'Physicochemical Parameters for Growth of the Sea Ice Bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158', APPLIED AND ENVIRONMENTAL MICROBIOLOGY.  65 (3757?3760)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,punicea,True,Aerobic
206_Sch_OS,Glaciecola punicea,schoolfield simple,Specific Growth Rate,-1.9916433183364406,1.1126291904745185,NA,2.738597283982019,NA,292.17844,287.67844,296.47844,1.77061040973,NA,NA,0.9444903314265455,-108.78921284027052,-100.89894368853079,2,False,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,Nichols_1999_G_punicea,"1999, NICHOLS, D.s. et al 'Physicochemical Parameters for Growth of the Sea Ice Bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158', APPLIED AND ENVIRONMENTAL MICROBIOLOGY.  65 (3757?3760)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,punicea,True,Aerobic
206_Sch_O,Glaciecola punicea,schoolfield,Specific Growth Rate,-1.0028361858357042,0.997872767970663,NA,2.6383498905195255,-0.205931563935,292.17844,287.67844,296.47844,1.77068065121,NA,NA,0.9444893994174894,-104.78880955531568,-94.54243274288007,3,False,24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,Nichols_1999_G_punicea,"1999, NICHOLS, D.s. et al 'Physicochemical Parameters for Growth of the Sea Ice Bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158', APPLIED AND ENVIRONMENTAL MICROBIOLOGY.  65 (3757?3760)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,punicea,True,Aerobic
442_Sch_TF,Glaciecola punicea,schoolfield two factor,Specific Growth Rate,-0.21862682350320148,0.7379415200446667,288.100673606,1.9463433898203046,NA,288.06,281.76,293.86,2.53733620209,NA,NA,0.9454120606117953,-92.31058379337243,-84.4203146416327,1,False,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,190,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,punicea,True,Aerobic
442_Sch_OS,Glaciecola punicea,schoolfield simple,Specific Growth Rate,-0.21862131982272445,0.7379312788829897,NA,1.9463658638193344,NA,288.06,281.76,293.86,2.53733862428,NA,NA,0.9454120606813429,-92.31058379027317,-84.42031463853344,2,False,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,190,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,punicea,True,Aerobic
442_Sch_O,Glaciecola punicea,schoolfield,Specific Growth Rate,-0.1781952840190957,0.6906988702822984,NA,2.0116544757975525,-12.6709971797,288.16,281.86,293.76,2.53971202513,NA,NA,0.9468712981050974,-88.96068240485235,-78.71430559241674,3,False,24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,190,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,punicea,True,Aerobic
133_Sch_OS,H1,schoolfield simple,Specific Growth Rate,-0.4108855951974038,0.31192865187413554,NA,4.260636400273378,NA,342.864,331.464,348.064,9.08619472257,NA,NA,0.9079346655617042,-15.056303480356387,-12.070180593675289,1,False,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,Kristjansson_1985_H1,"1985, Kristjansson, J.K et al, 'Isolation of thermophilic obligately autotrophic hydrogen-oxidizing bacteria, similar to Hydrogenobacter thermophilus, from Icelandic hot springs', Arch Microbiol, 140 (321 - 325)",57.24,16.24,Bacteria,,,,,,,True,A1
133_Sch_TF,H1,schoolfield two factor,Specific Growth Rate,-0.4111344308807048,0.3119607856996186,342.863640013,4.260075466092954,NA,342.864,331.464,348.064,9.08619759727,NA,NA,0.907934664585123,-15.056303417379116,-12.070180530698018,2,False,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,Kristjansson_1985_H1,"1985, Kristjansson, J.K et al, 'Isolation of thermophilic obligately autotrophic hydrogen-oxidizing bacteria, similar to Hydrogenobacter thermophilus, from Icelandic hot springs', Arch Microbiol, 140 (321 - 325)",57.24,16.24,Bacteria,,,,,,,True,A1
133_Sch_O,H1,schoolfield,Specific Growth Rate,0.2859372948245291,0.3115034377946052,NA,4.260098028572671,-0.000877881704766,342.864,331.464,348.064,9.08618929615,NA,NA,0.9079346835259308,-11.056302399195868,-7.6757303578423315,3,False,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,Kristjansson_1985_H1,"1985, Kristjansson, J.K et al, 'Isolation of thermophilic obligately autotrophic hydrogen-oxidizing bacteria, similar to Hydrogenobacter thermophilus, from Icelandic hot springs', Arch Microbiol, 140 (321 - 325)",57.24,16.24,Bacteria,,,,,,,True,A1
500_Sch_TF,Halanaerobium alcaliphilum,schoolfield two factor,Specific Growth Rate,-3.1144394002010563,1.1455143479235708,310.360444212,2.170909225964711,NA,310.3462,304.4462,316.6462,7.15972413588,NA,NA,0.9049355423804152,3.885784446435487,6.871907333116585,1,False,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,Tsai_1995_H_alcaliphilum,"Tsai, C. R., Garcia, J. L., Patel, B. K., Cayol, J. L., Baresi, L., & Mah, R. a. (1995). Haloanaerobium alcaliphilum sp. nov., an anaerobic moderate halophile from the sediments of Great Salt Lake, Utah. International Journal of Systematic Bacteriology, 45(2), 301?307.",41.0,-112.0,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,alcaliphilum,True,Fermentation
500_Sch_OS,Halanaerobium alcaliphilum,schoolfield simple,Specific Growth Rate,-3.1141579475782817,1.1454343769003943,NA,2.1708694095422083,NA,310.3462,304.4462,316.6462,7.15965237878,NA,NA,0.9049362229491603,3.8857844576038056,6.871907344284904,2,False,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,Tsai_1995_H_alcaliphilum,"Tsai, C. R., Garcia, J. L., Patel, B. K., Cayol, J. L., Baresi, L., & Mah, R. a. (1995). Haloanaerobium alcaliphilum sp. nov., an anaerobic moderate halophile from the sediments of Great Salt Lake, Utah. International Journal of Systematic Bacteriology, 45(2), 301?307.",41.0,-112.0,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,alcaliphilum,True,Fermentation
500_Sch_O,Halanaerobium alcaliphilum,schoolfield,Specific Growth Rate,-3.114182381018552,1.1454416149406201,NA,2.1708707509754683,-43.2020082855,310.3462,304.4462,316.6462,7.15966013764,NA,NA,0.9049362784553613,7.885784451585402,11.26635649293894,3,False,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,Tsai_1995_H_alcaliphilum,"Tsai, C. R., Garcia, J. L., Patel, B. K., Cayol, J. L., Baresi, L., & Mah, R. a. (1995). Haloanaerobium alcaliphilum sp. nov., an anaerobic moderate halophile from the sediments of Great Salt Lake, Utah. International Journal of Systematic Bacteriology, 45(2), 301?307.",41.0,-112.0,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,alcaliphilum,True,Fermentation
40_Sch_O,Halanaerobium lacusrosei,schoolfield,Specific Growth Rate,-0.37908884177909163,0.31829315314032713,NA,15.94433792090376,-6.47816381595,316.4826,308.2826,318.1826,4.26707178079,NA,NA,0.9880804835705935,-23.225374227544094,-19.107278576585774,1,False,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Cayol_1995_H_lacusroseus,"Cayol, J., Ollivier, B., Patel, B. K. C., Ageron, E., Grimont, P. A. D., Prensier, G., & Garcia, J. (2016). Fermentative Bacterium from the Sediments of a Hypersaline Lake, (33), 790?797.",14.83,-17.23,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,lacusrosei,True,Fermentation
40_Sch_TF,Halanaerobium lacusrosei,schoolfield two factor,Specific Growth Rate,-1.542102529643897,0.5385383820320858,315.983717732,10.644404033238134,NA,315.9826,310.6826,317.9826,4.51074093214,NA,NA,0.9258746431812196,-8.83073178794417,-5.31780632297394,2,False,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Cayol_1995_H_lacusroseus,"Cayol, J., Ollivier, B., Patel, B. K. C., Ageron, E., Grimont, P. A. D., Prensier, G., & Garcia, J. (2016). Fermentative Bacterium from the Sediments of a Hypersaline Lake, (33), 790?797.",14.83,-17.23,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,lacusrosei,True,Fermentation
40_Sch_OS,Halanaerobium lacusrosei,schoolfield simple,Specific Growth Rate,-1.542140569467873,0.5385472244758607,NA,10.642854355007227,NA,315.9826,310.6826,317.9826,4.51068482367,NA,NA,0.9258749587278019,-8.83073157580763,-5.317806110837399,3,False,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Cayol_1995_H_lacusroseus,"Cayol, J., Ollivier, B., Patel, B. K. C., Ageron, E., Grimont, P. A. D., Prensier, G., & Garcia, J. (2016). Fermentative Bacterium from the Sediments of a Hypersaline Lake, (33), 790?797.",14.83,-17.23,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,lacusrosei,True,Fermentation
378_Sch_O,Haloarcula vallismortis,schoolfield,Specific Growth Rate,1.2584128462377582,0.22403809753507364,NA,3.48890890712852,-2.87343837735,319.4679,306.5679,325.1679,13.0813559042,NA,NA,0.9962264111314604,-51.01113535651157,-43.178641948118056,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,125,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,vallismortis,True,Aerobic
378_Sch_TF,Haloarcula vallismortis,schoolfield two factor,Specific Growth Rate,0.6953479054853705,0.33299012310368903,318.741492398,2.7725866116116804,NA,318.7679,308.2679,324.7679,13.3333272806,NA,NA,0.9672242768954948,-18.251093032719705,-12.085026312438625,2,False,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,125,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,vallismortis,True,Aerobic
378_Sch_OS,Haloarcula vallismortis,schoolfield simple,Specific Growth Rate,0.6953464852389175,0.33299046058709103,NA,2.7725814471587285,NA,318.7679,308.2679,324.7679,13.3333263495,NA,NA,0.9672242770376518,-18.251093027341387,-12.085026307060307,3,False,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,125,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,vallismortis,True,Aerobic
379_Sch_O,Halobacterium salinarum,schoolfield,Specific Growth Rate,1.0819845324986355,0.25950285484796354,NA,9049.235986113521,-1.71535947965,NA,NA,NA,NA,NA,NA,0.9976358788573456,-41.58905438296442,-34.63270297524895,1,False,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,126,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,salinarum,True,Aerobic
379_Sch_TF,Halobacterium salinarum,schoolfield two factor,Specific Growth Rate,0.055133831580892426,0.5688333475356643,423.148704328,0.5713589951120187,NA,NA,NA,NA,NA,NA,NA,0.9953815955527595,-35.54278959838264,-30.002538592871588,2,False,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,126,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,salinarum,True,Aerobic
379_Sch_OS,Halobacterium salinarum,schoolfield simple,Specific Growth Rate,0.7777037747675174,0.30897437300624,NA,4025.995466523018,NA,NA,NA,NA,NA,NA,NA,0.9854172145540653,-18.277102584649725,-12.736851579138674,3,False,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,126,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,salinarum,True,Aerobic
435_Sch_TF,Halobacterium sp. acam32,schoolfield two factor,Specific Growth Rate,-4.778428502706106,1.1132118075748356,302.735453678,2.2216885216004796,NA,302.729,297.229,308.529,0.426024000103,NA,NA,0.9208297852685375,-158.08959445810757,-149.79911176800016,1,False,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,183,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,True,Aerobic
435_Sch_OS,Halobacterium sp. acam32,schoolfield simple,Specific Growth Rate,-4.397640566299378,0.9690610095145649,NA,2.344927282150806,NA,303.229,297.629,308.629,0.430540317699,NA,NA,0.9181637684728259,-157.14468095132014,-148.85419826121273,2,False,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,183,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,True,Aerobic
435_Sch_O,Halobacterium sp. acam32,schoolfield,Specific Growth Rate,-0.543131143104811,3.172049373167951e-07,NA,2.152307077009321,-1.54919150087,303.329,296.829,309.129,0.417259395265,NA,NA,0.9232550636423718,-154.9258937566204,-144.11921799047005,3,False,26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,183,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,True,Aerobic
436_Sch_TF,Halobacterium sp. acam34,schoolfield two factor,Specific Growth Rate,-4.2186602165177085,0.8941704270144982,308.591999241,1.8366008953875284,NA,308.571,301.571,315.871,0.591983107081,NA,NA,0.9559797975580304,-157.18050600659936,-148.89002331649195,1,False,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,184,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,True,Aerobic
436_Sch_OS,Halobacterium sp. acam34,schoolfield simple,Specific Growth Rate,-4.057110584713607,0.83793729043168,NA,1.9520453749954947,NA,308.771,301.871,315.471,0.598346384114,NA,NA,0.9555017049782198,-156.87719664767332,-148.5867139575659,2,False,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,184,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,True,Aerobic
436_Sch_O,Halobacterium sp. acam34,schoolfield,Specific Growth Rate,-3.966200178944979,0.8166900485836887,NA,1.9192716353100407,-2.70483308312,308.771,301.771,315.571,0.595164261237,NA,NA,0.9565106806098338,-153.49715399729354,-142.69047823114317,3,False,26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,184,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,True,Aerobic
380_Sch_OS,Halobaculum gomorrense,schoolfield simple,Specific Growth Rate,0.5600193893904527,0.38429089314606935,NA,1.861304227683291,NA,317.8195,307.0195,325.8195,13.8018687177,NA,NA,0.9936876680727318,-48.19079432310233,-42.02472760282125,1,False,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,127,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,True,Aerobic
380_Sch_TF,Halobaculum gomorrense,schoolfield two factor,Specific Growth Rate,0.5600176014357761,0.38429135757716526,317.867259649,1.8613007978660927,NA,317.8195,307.0195,325.8195,13.8018671066,NA,NA,0.9936876680901673,-48.19079432136461,-42.024727601083534,2,False,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,127,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,True,Aerobic
380_Sch_O,Halobaculum gomorrense,schoolfield,Specific Growth Rate,1.2537744570862195,0.3840732224999234,NA,1.8610836796925465,-0.000438152702292,317.8195,307.0195,325.8195,13.8018956333,NA,NA,0.9936876764652606,-44.190796588353706,-36.35830317996019,3,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,127,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,True,Aerobic
